"year","state","county","cases","population","type"
2019,"Georgia","Colquitt County",200,45592,"chlamydia"
2019,"Nebraska","Phelps County",1,8996,"primary and secondary syphilis"
2019,"Iowa","Fayette County",18,19660,"gonorrhea"
2019,"Ohio","Morrow County",0,35112,"primary and secondary syphilis"
2019,"Illinois","Fayette County",52,21416,"chlamydia"
2019,"Texas","Rockwall County",228,100657,"chlamydia"
2019,"Indiana","DeKalb County",0,43226,"primary and secondary syphilis"
2019,"Kentucky","Butler County",0,12772,"primary and secondary syphilis"
2019,"Wisconsin","Trempealeau County",10,29442,"gonorrhea"
2019,"New York","Greene County",2,47491,"primary and secondary syphilis"
2019,"Arkansas","St. Francis County",236,25439,"chlamydia"
2019,"Mississippi","Jefferson County",1,7106,"primary and secondary syphilis"
2019,"Mississippi","Lamar County",12,62447,"primary and secondary syphilis"
2019,"Washington","Skamania County",1,11924,"primary and secondary syphilis"
2019,"South Dakota","Moody County",0,6579,"primary and secondary syphilis"
2019,"New York","Dutchess County",66,293718,"primary and secondary syphilis"
2019,"Minnesota","Becker County",5,34371,"primary and secondary syphilis"
2019,"South Dakota","Stanley County",0,3022,"primary and secondary syphilis"
2019,"Missouri","Platte County",413,102985,"chlamydia"
2019,"Arkansas","Johnson County",3,26742,"primary and secondary syphilis"
2019,"Minnesota","Houston County",0,18578,"primary and secondary syphilis"
2019,"New Mexico","Otero County",387,66781,"chlamydia"
2019,"Kansas","Osborne County",8,3475,"chlamydia"
2019,"Tennessee","Cheatham County",25,40439,"gonorrhea"
2019,"Michigan","Jackson County",246,158823,"gonorrhea"
2019,"Alabama","Mobile County",3351,413757,"chlamydia"
2019,"Tennessee","Warren County",8,40878,"primary and secondary syphilis"
2019,"Indiana","St. Joseph County",650,270771,"gonorrhea"
2019,"Tennessee","Meigs County",39,12306,"chlamydia"
2019,"California","Santa Clara County",2504,1937570,"gonorrhea"
2019,"New York","Fulton County",1,53591,"primary and secondary syphilis"
2019,"Texas","Nacogdoches County",6,65711,"primary and secondary syphilis"
2019,"Virginia","Middlesex County",9,10769,"gonorrhea"
2019,"Minnesota","Freeborn County",0,30444,"primary and secondary syphilis"
2019,"South Dakota","Moody County",14,6579,"gonorrhea"
2019,"Texas","Bell County",903,355642,"gonorrhea"
2019,"South Carolina","Jasper County",0,28971,"primary and secondary syphilis"
2019,"Kentucky","Boyle County",1,30100,"primary and secondary syphilis"
2019,"Virginia","Amelia County",0,13013,"primary and secondary syphilis"
2019,"Alaska","Kusilvak Census Area",320,8303,"chlamydia"
2019,"Vermont","Caledonia County",0,30302,"primary and secondary syphilis"
2019,"Texas","Donley County",0,3319,"primary and secondary syphilis"
2019,"Kansas","Wallace County",0,1503,"primary and secondary syphilis"
2019,"Texas","Callahan County",17,13994,"chlamydia"
2019,"Kentucky","Leslie County",1,10143,"gonorrhea"
2019,"Arkansas","Polk County",10,20049,"gonorrhea"
2019,"Michigan","Wayne County",337,1753893,"primary and secondary syphilis"
2019,"Texas","Edwards County",0,1928,"chlamydia"
2019,"South Carolina","Spartanburg County",811,313888,"gonorrhea"
2019,"Nebraska","Webster County",1,3533,"chlamydia"
2019,"Wisconsin","Marquette County",0,15434,"primary and secondary syphilis"
2019,"Montana","Missoula County",6,118791,"primary and secondary syphilis"
2019,"Virginia","Dinwiddie County",55,28529,"gonorrhea"
2019,"South Dakota","McCook County",4,5546,"gonorrhea"
2019,"Montana","Wheatland County",0,2236,"gonorrhea"
2019,"New Jersey","Camden County",1424,507078,"gonorrhea"
2019,"Nevada","Washoe County",2691,465735,"chlamydia"
2019,"Kentucky","Livingston County",13,9242,"gonorrhea"
2019,"Nebraska","Polk County",1,5278,"gonorrhea"
2019,"Illinois","McHenry County",741,308570,"chlamydia"
2019,"Michigan","Ingham County",26,292735,"primary and secondary syphilis"
2019,"Kansas","Nemaha County",14,10155,"chlamydia"
2019,"Oklahoma","Wagoner County",262,80110,"chlamydia"
2019,"North Carolina","Stanly County",72,62075,"gonorrhea"
2019,"Tennessee","Chester County",1,17276,"primary and secondary syphilis"
2019,"Texas","San Patricio County",334,66893,"chlamydia"
2019,"Montana","Powell County",0,6968,"primary and secondary syphilis"
2019,"Kansas","Kingman County",14,7310,"chlamydia"
2019,"Ohio","Holmes County",6,43892,"gonorrhea"
2019,"Virginia","Madison County",0,13295,"gonorrhea"
2019,"West Virginia","Pocahontas County",2,8414,"gonorrhea"
2019,"Minnesota","Renville County",36,14612,"chlamydia"
2019,"Mississippi","Tunica County",4,9944,"primary and secondary syphilis"
2019,"Colorado","San Miguel County",20,8191,"chlamydia"
2019,"Arizona","Santa Cruz County",30,46511,"gonorrhea"
2019,"Nebraska","Dawes County",1,8716,"primary and secondary syphilis"
2019,"Ohio","Hamilton County",7126,816684,"chlamydia"
2019,"Georgia","Glascock County",5,2995,"chlamydia"
2019,"Minnesota","Lake of the Woods County",0,3758,"gonorrhea"
2019,"Alaska","Kenai Peninsula Borough",155,58533,"chlamydia"
2019,"South Carolina","Cherokee County",0,57078,"primary and secondary syphilis"
2019,"Mississippi","Lowndes County",9,58930,"primary and secondary syphilis"
2019,"South Dakota","Charles Mix County",0,9338,"primary and secondary syphilis"
2019,"Ohio","Morgan County",13,14604,"gonorrhea"
2019,"Arkansas","Saline County",119,121421,"gonorrhea"
2019,"Missouri","Howard County",28,10137,"chlamydia"
2019,"Kansas","Barber County",0,4472,"primary and secondary syphilis"
2019,"Wisconsin","Clark County",3,34709,"gonorrhea"
2019,"North Dakota","Williams County",2,35350,"primary and secondary syphilis"
2019,"Alabama","Jefferson County",5918,659300,"chlamydia"
2019,"Illinois","Iroquois County",0,27604,"primary and secondary syphilis"
2019,"Wisconsin","Milwaukee County",5083,948201,"gonorrhea"
2019,"Kentucky","Green County",3,11049,"gonorrhea"
2019,"Illinois","Pulaski County",16,5463,"gonorrhea"
2019,"South Dakota","Oglala Lakota County",0,14309,"gonorrhea"
2019,"Georgia","Terrell County",174,8611,"chlamydia"
2019,"South Dakota","Day County",0,5505,"primary and secondary syphilis"
2019,"Georgia","Evans County",1,10721,"primary and secondary syphilis"
2019,"Utah","Carbon County",1,20269,"primary and secondary syphilis"
2019,"North Carolina","Guilford County",69,533670,"primary and secondary syphilis"
2019,"Utah","Iron County",145,52775,"chlamydia"
2019,"Ohio","Meigs County",12,23106,"gonorrhea"
2019,"Missouri","Mississippi County",63,13336,"gonorrhea"
2019,"Indiana","Cass County",169,37955,"chlamydia"
2019,"South Dakota","Jones County",1,928,"chlamydia"
2019,"South Dakota","Hamlin County",0,6111,"primary and secondary syphilis"
2019,"Kentucky","Fayette County",809,323780,"gonorrhea"
2019,"South Dakota","Dewey County",128,5904,"chlamydia"
2019,"Minnesota","Cook County",0,5393,"primary and secondary syphilis"
2019,"Mississippi","Panola County",264,34178,"gonorrhea"
2019,"Iowa","Woodbury County",0,102539,"primary and secondary syphilis"
2019,"Wisconsin","Iowa County",0,23771,"primary and secondary syphilis"
2019,"New York","Chenango County",14,47536,"gonorrhea"
2019,"Indiana","Madison County",270,129641,"gonorrhea"
2019,"Texas","Runnels County",1,10234,"primary and secondary syphilis"
2019,"Texas","Kent County",0,726,"primary and secondary syphilis"
2019,"Minnesota","Le Sueur County",67,28494,"chlamydia"
2019,"Tennessee","Hamilton County",1098,364286,"gonorrhea"
2019,"Wyoming","Campbell County",1,46140,"primary and secondary syphilis"
2019,"Maryland","Queen Anne's County",1,50251,"primary and secondary syphilis"
2019,"California","Napa County",121,139417,"gonorrhea"
2019,"Ohio","Licking County",286,175769,"gonorrhea"
2019,"Illinois","Schuyler County",1,6907,"gonorrhea"
2019,"Alaska","Matanuska-Susitna Borough",388,107610,"chlamydia"
2019,"Tennessee","Wilson County",9,140625,"primary and secondary syphilis"
2019,"Mississippi","Jefferson Davis County",112,11234,"chlamydia"
2019,"Ohio","Fairfield County",4,155782,"primary and secondary syphilis"
2019,"North Carolina","Onslow County",2327,197683,"chlamydia"
2019,"Colorado","Logan County",67,21528,"chlamydia"
2019,"Kentucky","Metcalfe County",4,10030,"gonorrhea"
2019,"Ohio","Clinton County",31,42057,"gonorrhea"
2019,"Virginia","Buchanan County",0,21221,"primary and secondary syphilis"
2019,"Virginia","Charlotte County",0,11938,"primary and secondary syphilis"
2019,"Michigan","Schoolcraft County",14,8068,"chlamydia"
2019,"Texas","Throckmorton County",0,1515,"chlamydia"
2019,"Ohio","Belmont County",0,67505,"primary and secondary syphilis"
2019,"Montana","Golden Valley County",0,826,"primary and secondary syphilis"
2019,"Texas","Loving County",0,152,"chlamydia"
2019,"Alaska","Wrangell City and Borough",0,2503,"chlamydia"
2019,"Kentucky","Hardin County",11,110356,"primary and secondary syphilis"
2019,"Idaho","Latah County",0,40134,"primary and secondary syphilis"
2019,"South Dakota","Walworth County",3,5587,"gonorrhea"
2019,"Kansas","Morris County",1,5521,"gonorrhea"
2019,"Alabama","Pickens County",122,19938,"chlamydia"
2019,"Nebraska","Furnas County",0,4715,"gonorrhea"
2019,"Mississippi","Humphreys County",120,8257,"chlamydia"
2019,"Pennsylvania","Montgomery County",470,828604,"gonorrhea"
2019,"Texas","Johnson County",173,171361,"gonorrhea"
2019,"Missouri","Greene County",935,291923,"gonorrhea"
2019,"Florida","Orange County",10365,1380645,"chlamydia"
2019,"North Dakota","McKenzie County",64,13632,"chlamydia"
2019,"Arkansas","Lincoln County",18,13383,"gonorrhea"
2019,"Texas","Jones County",1,19817,"primary and secondary syphilis"
2019,"Florida","Okaloosa County",14,207269,"primary and secondary syphilis"
2019,"West Virginia","Marshall County",71,30785,"chlamydia"
2019,"Iowa","Clayton County",0,17556,"primary and secondary syphilis"
2019,"West Virginia","Clay County",12,8632,"gonorrhea"
2019,"Louisiana","St. Charles Parish",90,52879,"gonorrhea"
2019,"New Mexico","Taos County",3,32835,"primary and secondary syphilis"
2019,"Florida","Manatee County",72,394855,"primary and secondary syphilis"
2019,"Minnesota","Swift County",2,9345,"gonorrhea"
2019,"Georgia","Dooly County",63,13706,"chlamydia"
2019,"Georgia","Greene County",1,17698,"primary and secondary syphilis"
2019,"Virginia","Chesapeake city",558,242634,"gonorrhea"
2019,"Tennessee","McNairy County",92,25832,"chlamydia"
2019,"Kansas","Grant County",26,7336,"chlamydia"
2019,"Kansas","Phillips County",0,5317,"primary and secondary syphilis"
2019,"Tennessee","Cumberland County",1,59673,"primary and secondary syphilis"
2019,"Ohio","Highland County",91,43058,"chlamydia"
2019,"South Dakota","Grant County",1,7147,"gonorrhea"
2019,"Michigan","Genesee County",2916,406892,"chlamydia"
2019,"North Dakota","Grant County",0,2374,"primary and secondary syphilis"
2019,"New York","Niagara County",339,210433,"gonorrhea"
2019,"West Virginia","Braxton County",0,14089,"primary and secondary syphilis"
2019,"Nevada","Douglas County",22,48467,"gonorrhea"
2019,"Minnesota","Kittson County",3,4248,"chlamydia"
2019,"Louisiana","West Feliciana Parish",7,15460,"gonorrhea"
2019,"Texas","Limestone County",1,23519,"primary and secondary syphilis"
2019,"Michigan","Ontonagon County",9,5795,"chlamydia"
2019,"North Dakota","McKenzie County",1,13632,"primary and secondary syphilis"
2019,"Alabama","Winston County",1,23660,"primary and secondary syphilis"
2019,"Montana","Roosevelt County",143,11059,"gonorrhea"
2019,"Tennessee","Dyer County",285,37320,"chlamydia"
2019,"Wyoming","Teton County",78,23081,"chlamydia"
2019,"Maryland","Calvert County",295,92003,"chlamydia"
2019,"Michigan","Cass County",0,51653,"primary and secondary syphilis"
2019,"Illinois","Winnebago County",25,284081,"primary and secondary syphilis"
2019,"Minnesota","Wabasha County",42,21645,"chlamydia"
2019,"Arkansas","Lincoln County",41,13383,"chlamydia"
2019,"North Dakota","Mountrail County",81,10218,"chlamydia"
2019,"Maryland","Montgomery County",4699,1052567,"chlamydia"
2019,"Ohio","Medina County",77,179146,"gonorrhea"
2019,"South Carolina","Clarendon County",111,33700,"gonorrhea"
2019,"Tennessee","Johnson County",0,17778,"primary and secondary syphilis"
2019,"Alabama","Coosa County",50,10715,"gonorrhea"
2019,"South Carolina","Richland County",4930,414576,"chlamydia"
2019,"Kansas","Jefferson County",0,18975,"primary and secondary syphilis"
2019,"Virginia","King George County",17,26575,"gonorrhea"
2019,"Missouri","Stoddard County",51,29206,"gonorrhea"
2019,"Missouri","Shelby County",0,6050,"gonorrhea"
2019,"Georgia","Baker County",3,3092,"gonorrhea"
2019,"Minnesota","McLeod County",1,35873,"primary and secondary syphilis"
2019,"Washington","Wahkiakum County",8,4426,"chlamydia"
2019,"Missouri","Carter County",12,6054,"chlamydia"
2019,"Virginia","New Kent County",14,22391,"gonorrhea"
2019,"South Dakota","Dewey County",88,5904,"gonorrhea"
2019,"Colorado","Fremont County",30,48021,"gonorrhea"
2019,"Tennessee","Unicoi County",0,17761,"primary and secondary syphilis"
2019,"Nebraska","Dakota County",111,20083,"chlamydia"
2019,"Wisconsin","Crawford County",0,16291,"primary and secondary syphilis"
2019,"Wisconsin","Columbia County",139,57358,"chlamydia"
2019,"Utah","Rich County",0,2464,"gonorrhea"
2019,"Tennessee","Perry County",14,8064,"chlamydia"
2019,"Tennessee","Lauderdale County",101,25825,"gonorrhea"
2019,"Georgia","Marion County",8,8351,"gonorrhea"
2019,"Colorado","Custer County",5,4954,"chlamydia"
2019,"Missouri","Wayne County",17,13122,"chlamydia"
2019,"Iowa","Cerro Gordo County",177,42647,"chlamydia"
2019,"South Carolina","Abbeville County",58,24541,"gonorrhea"
2019,"Texas","McCulloch County",31,7987,"chlamydia"
2019,"Indiana","Daviess County",53,33147,"chlamydia"
2019,"Georgia","Colquitt County",2,45592,"primary and secondary syphilis"
2019,"Iowa","Howard County",1,9187,"primary and secondary syphilis"
2019,"Kentucky","Calloway County",159,39135,"chlamydia"
2019,"West Virginia","Hardy County",2,13775,"gonorrhea"
2019,"Missouri","Barton County",11,11798,"gonorrhea"
2019,"Maine","Sagadahoc County",7,35634,"gonorrhea"
2019,"Kentucky","Warren County",280,131264,"gonorrhea"
2019,"North Dakota","Morton County",2,31095,"primary and secondary syphilis"
2019,"Wisconsin","Grant County",0,51554,"primary and secondary syphilis"
2019,"Washington","Pierce County",91,891299,"primary and secondary syphilis"
2019,"Texas","Titus County",0,33033,"primary and secondary syphilis"
2019,"Louisiana","Livingston Parish",548,139567,"chlamydia"
2019,"Nebraska","Hall County",84,61607,"gonorrhea"
2019,"Minnesota","Douglas County",100,37964,"chlamydia"
2019,"Oregon","Douglas County",0,110283,"primary and secondary syphilis"
2019,"Nebraska","Douglas County",4137,566880,"chlamydia"
2019,"Wisconsin","Burnett County",0,15392,"gonorrhea"
2019,"Georgia","Habersham County",137,45388,"chlamydia"
2019,"Wyoming","Hot Springs County",9,4555,"chlamydia"
2019,"Arizona","Yavapai County",126,231993,"gonorrhea"
2019,"Georgia","Wilcox County",0,8812,"primary and secondary syphilis"
2019,"Washington","Lincoln County",0,10740,"primary and secondary syphilis"
2019,"Indiana","Wells County",14,28206,"gonorrhea"
2019,"Minnesota","Nobles County",21,21924,"gonorrhea"
2019,"Idaho","Boise County",3,7634,"gonorrhea"
2019,"New York","Cortland County",231,47823,"chlamydia"
2019,"Texas","Dawson County",1,12619,"primary and secondary syphilis"
2019,"Illinois","Jasper County",0,9611,"primary and secondary syphilis"
2019,"South Carolina","Orangeburg County",1047,86934,"chlamydia"
2019,"Illinois","Lee County",3,34223,"primary and secondary syphilis"
2019,"Indiana","Whitley County",25,34074,"gonorrhea"
2019,"North Carolina","Alexander County",1,37353,"primary and secondary syphilis"
2019,"Iowa","Mills County",34,15063,"chlamydia"
2019,"Missouri","DeKalb County",0,12630,"primary and secondary syphilis"
2019,"California","Butte County",1373,231256,"chlamydia"
2019,"Nebraska","Nuckolls County",1,4195,"gonorrhea"
2019,"Wisconsin","Chippewa County",0,64135,"primary and secondary syphilis"
2019,"Florida","Lee County",87,754610,"primary and secondary syphilis"
2019,"Virginia","Southampton County",1,17586,"primary and secondary syphilis"
2019,"Virginia","Hanover County",327,107239,"chlamydia"
2019,"North Carolina","Moore County",417,98682,"chlamydia"
2019,"South Carolina","Chesterfield County",1,45754,"primary and secondary syphilis"
2019,"Nebraska","Gage County",0,21493,"primary and secondary syphilis"
2019,"Alabama","Calhoun County",2,114277,"primary and secondary syphilis"
2019,"Illinois","Clark County",7,15596,"gonorrhea"
2019,"South Carolina","Horry County",2019,344147,"chlamydia"
2019,"Texas","Red River County",28,12175,"chlamydia"
2019,"Mississippi","Jones County",295,68461,"gonorrhea"
2019,"Texas","Throckmorton County",0,1515,"gonorrhea"
2019,"Tennessee","Hamilton County",2486,364286,"chlamydia"
2019,"Arkansas","Little River County",81,12326,"chlamydia"
2019,"Hawaii","Maui County",7,167207,"primary and secondary syphilis"
2019,"Arkansas","Columbia County",223,23537,"chlamydia"
2019,"Tennessee","Sumner County",11,187149,"primary and secondary syphilis"
